Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
0,45.0,1,2,0,0,1,30897,154,180,1.0
1,61.0,1,48,0,0,1,2630,156,260,0.0
0,39.0,1,21,0,0,1,22542,124,62,1.0
0,43.0,1,28,0,2,1,2630,13,52,1.0
0,26.0,1,30,0,1,1,30964,124,150,1.0
1,56.0,1,28,0,0,1,34463,26,98,1.0
1,24.0,1,30,1,1,0,25474,152,287,0.0
0,25.0,1,28,0,1,1,2630,156,241,0.0
1,44.0,1,30,0,0,1,31222,26,259,1.0
0,45.0,1,28,0,0,1,46300,124,147,0.0
1,21.0,1,50,0,1,0,2630,160,280,0.0
0,44.0,1,28,0,0,1,43187,124,158,1.0
1,41.0,1,28,0,0,1,45288,26,100,1.0
1,25.0,1,10,0,1,1,29569,152,239,0.0
1,22.0,1,43,0,1,1,28937,152,216,1.0
0,23.0,1,15,1,1,0,28810,152,103,0.0
1,38.0,1,35,0,0,1,2630,156,207,1.0
0,70.0,1,17,1,0,1,45908,124,119,0.0
0,42.0,1,28,0,0,1,49144,124,49,1.0
1,67.0,1,28,0,0,1,28941,59,51,1.0
0,55.0,1,3,0,0,1,24386,124,103,1.0
0,38.0,1,41,0,0,1,43276,109,72,1.0
1,63.0,1,28,0,2,1,38703,26,297,0.0
0,55.0,1,28,0,0,0,43952,26,184,0.0
0,40.0,1,8,0,0,1,36972,26,157,1.0
1,51.0,1,38,0,0,1,2630,124,152,0.0
0,62.0,1,15,0,0,1,39310,124,90,0.0
0,29.0,1,28,0,0,1,30840,124,90,1.0
1,48.0,1,3,1,0,0,44669,160,55,0.0
1,35.0,1,28,0,0,1,2630,26,243,1.0
0,26.0,1,28,0,1,1,32675,152,12,0.0
1,37.0,1,6,0,0,1,2630,124,206,0.0
1,49.0,1,29,0,0,1,40118,26,106,1.0
1,22.0,1,5,0,1,1,42821,152,189,1.0
0,24.0,1,17,1,1,0,25081,152,288,0.0
1,38.0,1,28,0,0,1,44181,26,40,1.0
0,39.0,1,50,0,0,1,24898,8,178,1.0
1,23.0,1,16,0,1,0,30641,152,251,1.0
1,66.0,1,46,0,0,1,35478,26,223,0.0
0,22.0,1,10,0,1,1,20111,152,24,0.0
0,31.0,1,8,0,1,1,51422,26,39,0.0
0,23.0,1,30,1,1,0,35229,152,210,0.0
1,53.0,1,28,0,0,1,27319,124,207,0.0
0,32.0,1,28,0,0,1,48660,163,115,0.0
1,24.0,1,33,1,1,0,26868,152,76,0.0
1,54.0,1,35,0,0,1,27445,26,282,1.0
1,38.0,1,41,0,0,1,35899,106,151,1.0
1,41.0,1,20,0,0,1,2630,154,121,1.0
1,22.0,1,28,0,0,1,2630,124,192,1.0
1,20.0,1,30,1,1,0,25824,160,219,0.0
0,67.0,1,46,0,0,0,2630,26,74,0.0
1,25.0,1,13,1,1,0,25662,152,75,0.0
0,49.0,1,28,0,0,1,38811,26,261,1.0
0,24.0,1,26,1,1,0,26957,152,192,0.0
1,41.0,1,28,0,0,1,50606,26,135,0.0
0,63.0,1,28,1,0,0,2630,122,283,0.0
1,58.0,1,8,0,0,1,31567,124,125,0.0
1,22.0,1,28,1,1,0,27693,152,150,0.0
1,58.0,1,4,0,0,1,32472,26,45,1.0
0,23.0,1,15,1,1,0,32679,152,219,0.0
1,24.0,1,30,1,1,0,31331,152,228,0.0
1,42.0,1,41,0,0,1,31675,124,247,1.0
1,64.0,1,46,0,0,1,34129,26,187,1.0
1,38.0,1,35,0,0,1,30539,124,199,1.0
0,51.0,1,28,0,0,1,36367,25,200,1.0
0,47.0,1,17,1,0,0,39992,26,244,0.0
0,20.0,1,12,1,1,0,32644,160,227,0.0
0,40.0,1,28,0,0,1,27992,124,96,1.0
0,46.0,1,28,0,0,1,46419,124,201,1.0
0,20.0,1,8,0,1,1,44161,160,221,1.0
0,24.0,1,41,1,1,0,39736,152,101,0.0
1,58.0,1,4,0,2,1,23557,124,224,1.0
0,32.0,1,28,1,0,0,2630,124,126,0.0
0,25.0,1,13,1,1,0,21822,152,182,0.0
1,77.0,1,28,0,0,1,46280,13,56,0.0
1,59.0,1,12,0,0,1,45527,124,130,0.0
1,22.0,1,15,1,1,0,30093,152,240,0.0
1,34.0,1,28,1,0,0,45457,26,154,0.0
1,23.0,1,10,0,1,1,78618,151,21,0.0
0,65.0,1,7,1,0,0,46654,26,11,0.0
1,32.0,1,41,1,0,0,31944,124,155,0.0
1,33.0,1,30,0,1,1,29633,26,68,1.0
1,43.0,1,39,0,0,1,31595,122,175,0.0
0,53.0,1,28,0,2,1,36652,26,39,1.0
0,30.0,1,50,1,1,0,28655,152,98,0.0
0,36.0,1,4,0,0,1,29394,124,103,0.0
1,27.0,1,8,0,1,0,29377,152,195,0.0
1,30.0,1,29,0,0,1,21931,163,49,1.0
1,39.0,1,41,0,0,1,33583,26,98,1.0
1,25.0,1,27,1,1,0,2630,124,30,0.0
1,22.0,1,22,1,1,0,32109,152,178,0.0
1,26.0,1,11,0,0,1,34193,157,179,1.0
1,39.0,1,15,0,0,1,56755,26,184,1.0
0,37.0,1,32,0,0,1,30231,124,97,0.0
0,41.0,1,18,0,0,1,2630,124,241,0.0
1,30.0,1,30,0,1,1,24694,124,211,1.0
1,53.0,1,46,0,0,1,33750,124,184,0.0
0,22.0,1,47,1,1,0,29520,152,28,0.0
0,69.0,1,46,0,0,1,31648,124,176,1.0
0,31.0,1,28,1,1,0,54916,124,244,0.0
0,27.0,1,28,0,1,1,2630,160,140,0.0
0,26.0,1,3,1,1,0,33776,152,49,0.0
0,24.0,1,36,1,1,0,36523,152,36,0.0
0,45.0,1,28,0,0,1,31517,26,108,0.0
1,33.0,1,41,1,0,0,19915,26,187,0.0
1,49.0,1,28,0,0,1,49441,26,160,1.0
1,43.0,1,6,0,0,1,37289,124,265,1.0
0,22.0,1,28,1,1,0,29090,152,253,0.0
1,38.0,1,14,0,0,1,34047,26,31,1.0
1,48.0,1,8,0,0,1,30219,124,250,1.0
1,36.0,1,50,0,0,1,2630,124,158,1.0
1,50.0,1,28,0,0,1,44867,124,288,1.0
1,30.0,1,33,0,0,1,31542,124,17,1.0
1,42.0,1,46,0,0,1,26092,26,134,0.0
0,21.0,1,11,1,1,0,20731,152,55,0.0
0,26.0,1,8,0,1,1,23267,152,119,0.0
0,26.0,1,28,1,1,0,33410,152,70,0.0
1,25.0,1,37,1,1,0,30431,152,169,0.0
0,25.0,1,11,1,1,0,28177,152,130,0.0
1,50.0,1,46,0,0,1,2630,26,219,1.0
1,43.0,1,28,1,0,0,57480,26,229,0.0
0,38.0,1,28,0,0,1,33167,124,17,1.0
0,65.0,1,28,0,0,1,56256,26,40,1.0
1,37.0,1,41,0,0,1,26281,124,132,0.0
1,40.0,1,31,0,0,1,2630,124,75,0.0
1,32.0,1,28,0,1,1,2630,124,236,1.0
1,28.0,1,15,0,1,1,2630,152,173,0.0
1,21.0,1,39,0,1,0,2630,156,190,0.0
0,62.0,1,28,0,0,1,41772,124,181,1.0
1,52.0,1,28,0,0,0,50982,26,68,0.0
1,35.0,1,35,0,0,1,29881,124,168,1.0
1,65.0,1,35,0,0,1,20672,124,153,1.0
0,40.0,1,28,0,0,1,50943,61,193,1.0
0,44.0,1,28,0,0,1,45812,26,61,1.0
1,43.0,1,36,0,0,1,36750,124,44,1.0
1,24.0,1,14,1,1,0,38000,152,127,0.0
1,67.0,0,15,1,0,0,2630,14,169,0.0
1,42.0,1,28,0,0,1,37915,26,75,1.0
1,68.0,1,8,0,0,1,34149,26,261,0.0
1,72.0,1,41,0,0,1,28826,124,119,1.0
0,25.0,1,13,0,0,1,26170,124,166,1.0
0,22.0,1,46,1,1,0,30607,152,174,0.0
0,21.0,1,31,0,1,1,2630,160,38,0.0
1,55.0,1,24,0,2,1,35018,26,122,0.0
1,24.0,1,28,0,1,1,32806,152,265,1.0
0,70.0,1,8,0,0,1,29427,25,74,1.0
1,45.0,1,28,0,0,1,34452,26,116,1.0
1,22.0,1,32,0,1,0,27932,152,48,1.0
1,61.0,1,28,0,0,1,40870,124,260,0.0
1,65.0,1,28,0,2,1,54559,124,244,0.0
1,53.0,1,28,0,2,1,50443,124,128,1.0
1,38.0,1,2,0,0,1,25361,124,98,1.0
0,25.0,1,31,1,1,0,2630,152,28,0.0
1,25.0,1,28,0,1,1,32531,124,12,1.0
1,25.0,1,36,0,1,1,45353,152,289,1.0
1,45.0,1,28,0,0,1,2630,158,121,0.0
0,30.0,1,50,1,1,0,36749,152,101,0.0
0,37.0,1,8,0,0,1,31757,124,63,0.0
1,45.0,1,41,0,0,1,68515,163,12,1.0
0,37.0,1,14,0,0,1,23266,124,127,1.0
1,43.0,1,28,0,0,1,51425,13,11,1.0
0,21.0,1,37,0,1,1,34520,152,123,1.0
1,40.0,1,28,0,0,1,27723,122,170,1.0
0,24.0,1,6,1,1,0,27583,152,108,0.0
1,30.0,1,36,0,1,1,2630,152,169,0.0
0,64.0,1,28,0,2,1,37173,26,147,0.0
1,29.0,1,18,0,1,1,27765,26,38,1.0
0,50.0,1,39,0,0,1,38196,154,203,1.0
0,38.0,1,28,0,0,1,2630,26,203,1.0
0,48.0,1,28,0,0,1,50658,26,194,1.0
0,26.0,1,29,0,1,1,2630,152,56,1.0
1,42.0,1,39,0,0,1,32100,127,34,1.0
0,24.0,1,36,1,1,0,40985,151,130,0.0
1,22.0,1,11,1,1,0,2630,160,92,0.0
1,46.0,1,33,1,0,0,24299,124,107,0.0
0,23.0,1,13,1,1,0,27901,152,210,0.0
1,79.0,1,41,1,0,0,53411,26,264,0.0
0,39.0,1,28,1,0,0,29451,120,117,0.0
1,28.0,1,36,0,1,1,30434,124,215,1.0
0,57.0,1,28,1,0,0,33235,124,143,0.0
1,24.0,1,8,1,1,0,39585,152,234,0.0
1,44.0,1,28,0,0,1,36195,124,97,0.0
0,21.0,1,47,0,1,1,42575,160,113,0.0
1,52.0,1,36,0,0,1,27196,154,228,1.0
0,58.0,1,28,0,2,1,28127,26,277,1.0
0,28.0,1,21,1,1,0,32512,152,160,0.0
1,34.0,1,46,0,0,1,27462,154,28,1.0
1,64.0,1,8,0,2,1,2630,26,279,1.0
1,26.0,1,28,1,1,0,36397,152,97,0.0
1,54.0,1,8,0,0,1,2630,124,291,0.0
0,22.0,1,41,1,1,0,43619,152,14,0.0
0,45.0,1,8,0,0,1,42414,157,27,0.0
1,47.0,1,28,0,2,1,40898,124,254,0.0
0,30.0,1,46,0,1,1,23197,11,118,1.0
0,24.0,1,11,0,1,1,2630,163,283,0.0
0,37.0,1,28,0,0,1,35066,26,153,0.0
1,48.0,1,8,0,0,1,34972,26,194,0.0
1,39.0,1,41,0,0,1,2630,156,211,1.0
0,44.0,1,19,0,0,1,23657,13,11,1.0
0,36.0,1,11,0,0,1,42164,26,267,1.0
1,61.0,1,28,1,0,1,45211,26,279,0.0
1,75.0,1,8,0,2,1,2630,157,240,1.0
1,68.0,1,28,0,0,1,2630,124,92,0.0
1,42.0,1,2,0,0,1,34777,124,75,1.0
0,23.0,1,10,1,1,0,26527,152,59,0.0
0,49.0,1,28,0,0,1,61339,124,123,1.0
1,24.0,1,37,1,1,0,32915,152,78,0.0
1,21.0,1,8,0,0,1,2630,156,185,1.0
0,25.0,1,18,1,1,0,36043,152,190,0.0
1,53.0,1,28,0,0,1,36844,26,57,0.0
1,60.0,1,28,0,0,1,26121,26,25,1.0
1,46.0,1,28,0,2,1,37405,122,295,0.0
1,65.0,1,28,0,0,1,49282,26,250,1.0
0,23.0,1,46,1,1,0,32529,152,70,0.0
1,48.0,1,50,1,0,0,2630,8,182,0.0
0,31.0,1,11,1,1,0,38272,152,215,0.0
0,26.0,1,28,0,1,1,2630,156,132,1.0
1,37.0,1,41,0,0,0,22621,31,154,0.0
0,31.0,1,38,0,0,1,2630,156,284,1.0
0,22.0,1,41,0,0,1,44631,124,48,1.0
1,54.0,1,35,0,0,1,43349,26,166,1.0
1,61.0,1,28,0,2,1,2630,26,235,0.0
0,33.0,1,28,0,0,1,46561,26,71,1.0
0,40.0,1,28,0,0,1,25576,124,242,1.0
1,52.0,1,28,0,0,1,47264,124,22,1.0
0,23.0,1,46,1,1,0,27521,152,36,0.0
0,24.0,1,36,1,1,0,2630,152,224,0.0
0,52.0,1,28,0,2,1,43274,25,67,1.0
1,40.0,1,28,0,0,1,55387,26,202,1.0
1,43.0,1,28,0,0,1,47665,124,204,1.0
0,41.0,1,28,0,0,1,32507,124,264,1.0
0,23.0,1,50,1,1,0,32189,152,38,0.0
0,46.0,1,28,0,0,1,32231,26,143,1.0
1,45.0,1,28,0,0,1,42447,26,238,1.0
1,58.0,1,28,0,0,1,38279,124,187,1.0
1,22.0,1,3,1,1,0,42650,152,85,0.0
1,61.0,1,28,1,0,0,67572,122,294,0.0
1,33.0,1,30,0,1,1,24989,152,124,1.0
0,26.0,1,29,1,1,0,39352,152,217,0.0
1,49.0,1,28,0,2,1,46431,26,13,1.0
0,25.0,1,34,1,1,0,31812,152,216,0.0
1,26.0,1,46,0,1,1,28482,122,207,0.0
0,31.0,1,8,1,1,0,41643,152,280,0.0
1,53.0,1,35,0,0,1,32504,26,119,1.0
0,21.0,1,46,1,1,0,27942,160,141,0.0
1,20.0,1,8,1,1,0,44572,160,273,0.0
0,25.0,1,29,0,1,1,42692,152,144,1.0
1,55.0,1,33,0,2,1,32302,124,85,1.0
0,77.0,1,16,1,0,0,2630,156,159,0.0
1,61.0,1,43,0,0,1,25610,26,39,0.0
0,24.0,1,15,0,1,1,32132,152,107,1.0
1,21.0,1,11,0,1,1,2630,160,202,0.0
1,44.0,1,48,0,0,1,2630,156,138,1.0
0,48.0,1,8,0,0,1,48500,122,196,1.0
1,25.0,1,15,0,1,1,36066,152,61,0.0
1,33.0,1,12,0,0,1,45527,124,17,1.0
0,36.0,1,28,0,0,1,30553,122,30,1.0
1,49.0,1,50,1,0,0,29212,8,59,0.0
0,34.0,1,28,0,0,1,27003,122,218,1.0
1,28.0,1,8,0,1,1,27874,152,43,1.0
0,39.0,1,28,0,0,1,62412,124,65,1.0
1,35.0,1,8,1,0,0,37449,124,70,0.0
1,49.0,1,28,0,0,1,41126,122,36,1.0
0,23.0,1,8,1,1,0,29836,152,59,0.0
0,30.0,1,30,1,1,0,31799,152,229,0.0
1,52.0,1,8,0,0,1,35382,26,246,0.0
1,63.0,1,28,0,0,1,2630,26,232,1.0
0,58.0,1,8,0,0,0,36687,124,167,0.0
0,26.0,1,41,1,1,0,62691,160,142,0.0
1,66.0,1,28,0,2,1,2630,26,56,1.0
1,22.0,1,20,1,1,0,2630,152,148,0.0
0,38.0,1,28,1,0,1,33751,154,115,0.0
0,78.0,1,45,0,0,1,38304,26,116,0.0
0,37.0,1,28,0,0,1,28872,124,119,1.0
1,21.0,1,8,1,1,0,39007,160,277,0.0
1,27.0,1,30,0,0,1,28152,157,25,0.0
0,20.0,1,37,0,0,1,2630,156,240,1.0
1,46.0,1,47,0,0,1,24162,124,165,1.0
1,80.0,1,28,1,0,0,56121,26,190,0.0
0,23.0,1,11,0,1,1,31338,151,261,0.0
1,22.0,1,46,1,1,0,23758,160,216,0.0
1,46.0,1,28,0,0,1,42798,26,133,1.0
1,45.0,1,28,0,2,1,36129,26,84,1.0
0,38.0,1,41,0,0,1,33744,12,32,1.0
0,54.0,1,28,0,0,1,2630,122,10,1.0
0,23.0,1,30,1,1,0,35756,152,232,0.0
1,57.0,1,28,0,2,1,51453,26,242,1.0
1,38.0,1,21,0,0,1,29373,124,176,1.0
0,22.0,1,37,0,1,1,30600,152,258,0.0
1,22.0,1,29,1,1,0,35665,152,258,0.0
0,20.0,1,3,1,1,1,2630,160,39,0.0
0,38.0,1,39,0,2,1,37682,154,59,1.0
0,49.0,1,15,0,0,1,2630,26,52,0.0
0,41.0,1,28,0,2,1,51234,163,47,0.0
1,52.0,1,28,0,0,1,50074,31,199,1.0
1,28.0,1,47,0,1,1,36092,152,142,1.0
1,65.0,1,28,0,0,1,69856,122,283,1.0
0,23.0,1,33,0,1,1,2630,154,117,0.0
0,61.0,1,46,1,0,0,27921,26,11,0.0
1,34.0,1,46,0,0,1,20928,157,188,1.0
1,67.0,1,5,0,2,1,36177,124,268,1.0
1,35.0,1,36,0,0,1,2630,152,134,0.0
0,47.0,1,28,0,0,1,38406,26,101,1.0
0,37.0,1,28,0,0,1,61790,122,147,0.0
0,45.0,1,28,1,0,0,27485,152,107,0.0
0,24.0,1,8,1,1,0,43677,152,16,0.0
1,68.0,1,3,1,0,0,2630,124,220,0.0
0,59.0,1,17,0,0,1,2630,26,84,0.0
0,35.0,1,8,0,0,1,31430,152,36,1.0
1,71.0,1,22,0,2,1,22559,8,281,1.0
0,23.0,1,4,1,1,0,24374,152,111,0.0
1,20.0,1,30,0,1,1,31045,160,285,0.0
1,23.0,1,44,0,1,1,38039,152,103,1.0
0,25.0,1,37,0,1,0,30458,26,112,0.0
1,57.0,1,48,0,0,1,2630,26,15,1.0
1,35.0,1,46,0,0,1,32055,124,161,0.0
0,43.0,1,28,0,0,1,35404,23,154,1.0
1,64.0,1,8,0,0,1,48084,124,168,0.0
0,58.0,1,15,0,0,1,37861,124,56,0.0
1,23.0,1,8,1,1,0,41915,160,91,0.0
0,51.0,1,28,0,2,1,59018,26,55,1.0
1,53.0,1,12,0,0,1,31923,26,157,1.0
1,27.0,1,43,1,1,0,2630,152,231,0.0
1,43.0,1,36,0,0,1,2630,156,55,1.0
1,67.0,1,52,0,0,1,35540,124,151,1.0
0,23.0,1,41,1,1,0,32586,152,282,0.0
1,40.0,1,33,0,0,1,35118,124,241,1.0
1,57.0,1,41,0,0,1,2630,26,287,1.0
1,45.0,1,35,0,0,1,34788,122,13,1.0
1,22.0,1,47,1,1,0,15865,152,16,0.0
0,20.0,1,36,0,1,1,25683,160,138,1.0
1,44.0,1,28,0,0,1,42100,26,254,1.0
0,68.0,1,28,0,2,1,2630,26,286,1.0
1,33.0,1,15,0,0,1,36796,26,13,1.0
0,32.0,1,28,0,0,1,40625,26,287,0.0
0,39.0,1,46,1,0,0,32393,152,235,0.0
0,24.0,1,24,1,1,0,43849,152,273,0.0
0,51.0,1,8,0,0,1,47352,124,253,1.0
0,29.0,1,28,0,1,1,2630,158,43,0.0
1,35.0,1,41,0,0,1,26839,124,43,1.0
1,64.0,1,46,0,0,1,2630,163,182,1.0
0,23.0,1,8,0,1,0,29043,152,284,0.0
1,76.0,1,28,0,0,1,27147,124,93,0.0
0,43.0,1,28,0,0,1,35801,26,140,1.0
1,48.0,1,3,1,0,1,34011,26,223,0.0
1,27.0,1,9,0,1,0,28023,26,118,0.0
0,49.0,1,30,0,0,1,2630,157,263,0.0
1,59.0,1,8,1,0,0,64929,124,31,0.0
1,44.0,1,28,0,0,1,44985,124,170,0.0
1,24.0,1,8,1,1,1,38160,152,154,0.0
0,42.0,1,21,0,0,1,25981,154,16,1.0
0,24.0,1,11,1,1,0,44790,152,242,0.0
0,75.0,1,50,0,0,1,49477,124,205,0.0
0,48.0,1,28,0,0,1,55886,122,258,1.0
1,43.0,1,28,0,0,1,29722,124,18,0.0
0,23.0,1,15,0,1,1,30820,152,34,0.0
0,62.0,1,28,0,2,1,41904,26,35,1.0
0,51.0,1,28,0,0,1,2630,124,82,1.0
1,51.0,1,28,0,0,1,35989,114,63,1.0
1,26.0,1,28,0,1,1,63238,26,56,1.0
0,43.0,1,46,0,1,1,39111,26,122,1.0
1,27.0,1,33,1,1,0,26330,152,249,0.0
1,31.0,1,28,0,1,1,34752,124,63,0.0
0,79.0,1,28,0,0,1,2630,26,73,1.0
1,29.0,1,11,1,1,0,33989,152,134,0.0
1,43.0,1,35,0,0,1,42416,124,153,1.0
0,51.0,1,28,1,0,0,50198,26,21,0.0
1,44.0,1,8,0,0,1,34409,154,139,1.0
1,32.0,1,28,0,1,1,34526,124,71,1.0
1,56.0,1,28,0,0,1,52311,26,254,1.0
1,64.0,1,28,0,2,1,41862,26,275,1.0
1,58.0,1,28,0,0,1,68105,26,256,1.0
1,56.0,1,3,0,0,1,2630,26,184,1.0
1,45.0,1,15,0,0,1,32638,124,267,1.0
1,50.0,1,28,1,0,0,37231,59,81,0.0
1,47.0,1,28,0,0,1,34244,124,197,1.0
1,24.0,1,50,1,1,0,47866,152,189,0.0
0,24.0,1,28,1,1,0,43011,152,101,0.0
0,53.0,1,28,0,0,1,36646,124,189,1.0
1,42.0,1,11,1,0,0,2630,120,104,0.0
1,30.0,1,46,0,1,1,2630,124,285,0.0
1,39.0,1,46,0,0,1,29823,26,49,1.0
0,28.0,1,28,1,1,0,44052,152,51,0.0
1,33.0,1,46,0,1,1,41036,124,190,1.0
1,43.0,1,28,0,0,1,40489,26,247,0.0
0,56.0,1,18,0,0,1,32026,157,248,1.0
1,40.0,1,28,1,0,0,36075,26,261,0.0
0,40.0,1,28,0,0,1,48219,26,259,1.0
0,46.0,1,14,0,0,1,31911,122,111,0.0
0,22.0,1,46,0,1,1,30667,152,100,1.0
1,48.0,1,21,0,0,1,32618,26,216,1.0
1,38.0,1,47,0,0,1,31818,157,270,1.0
1,43.0,1,47,0,0,1,32830,26,133,1.0
0,29.0,1,28,0,1,1,28474,152,279,1.0
1,68.0,1,28,0,0,1,41780,26,159,0.0
1,21.0,1,39,0,1,1,27398,160,138,1.0
1,51.0,1,8,0,0,1,38766,124,267,1.0
1,54.0,1,28,0,0,1,43978,124,41,1.0
0,25.0,1,46,0,1,0,28618,152,152,0.0
1,38.0,1,3,0,0,1,29851,124,159,1.0
0,40.0,1,28,0,0,1,38798,122,110,1.0
1,26.0,1,25,1,1,0,28389,152,107,0.0
1,62.0,1,35,0,0,1,28051,10,196,1.0
0,39.0,1,28,0,0,1,42420,25,118,1.0
1,59.0,1,47,0,0,1,33461,16,191,1.0
1,38.0,1,28,0,0,1,2630,157,187,0.0
1,49.0,1,33,0,0,1,26323,156,119,1.0
1,46.0,1,35,0,0,1,24374,26,164,1.0
1,48.0,1,28,1,0,0,41641,124,190,0.0
0,45.0,1,28,0,2,1,2630,122,225,0.0
1,29.0,1,24,1,1,0,30949,152,239,0.0
0,23.0,1,10,1,1,0,30150,152,81,0.0
0,23.0,1,41,1,1,0,28459,152,126,0.0
1,55.0,1,28,0,2,1,51569,124,54,0.0
0,62.0,1,48,1,0,0,2630,15,138,0.0
0,32.0,1,28,0,1,1,46428,124,86,0.0
0,67.0,1,24,0,2,1,30763,124,248,1.0
1,35.0,1,11,0,0,1,32071,124,133,1.0
1,55.0,1,31,0,0,1,2630,124,290,1.0
0,66.0,1,18,0,0,1,35001,124,295,0.0
1,43.0,1,41,1,0,0,51724,124,273,0.0
0,47.0,1,28,0,0,1,25238,26,31,1.0
0,26.0,1,15,1,1,0,28051,152,214,0.0
1,26.0,1,2,0,1,1,26873,152,265,1.0
1,25.0,1,37,0,1,1,27499,152,206,1.0
1,44.0,1,48,0,2,1,2630,15,131,1.0
0,24.0,1,30,0,1,0,19419,152,202,0.0
1,33.0,1,22,0,0,1,2630,157,19,0.0
1,25.0,1,46,1,1,0,2630,152,11,0.0
1,49.0,1,28,0,0,1,43245,124,252,1.0
1,36.0,1,28,0,0,1,29191,154,240,1.0
0,29.0,1,28,0,0,1,27871,122,73,1.0
1,56.0,1,8,0,0,1,55688,80,173,1.0
0,57.0,1,38,0,0,1,49035,124,126,1.0
0,22.0,1,8,0,1,1,29331,152,253,0.0
1,52.0,1,28,0,0,1,49734,124,175,0.0
0,42.0,1,28,0,0,1,2630,157,144,1.0
1,52.0,1,11,0,0,1,32054,124,282,1.0
0,25.0,1,35,1,1,0,27322,152,284,0.0
1,49.0,1,28,0,0,1,38422,26,72,0.0
0,70.0,1,28,1,0,0,63696,24,244,0.0
1,49.0,1,41,0,0,1,2630,124,236,0.0
1,26.0,1,13,1,1,0,17048,152,97,0.0
0,23.0,1,45,0,1,1,25984,152,217,1.0
1,62.0,1,46,0,0,1,39369,94,67,0.0
1,71.0,1,28,1,0,0,54077,26,294,0.0
0,26.0,1,35,0,1,1,2630,26,146,0.0
1,49.0,1,15,0,2,1,33977,124,144,1.0
1,31.0,1,28,0,0,1,37389,124,228,0.0
0,41.0,1,28,0,0,1,33249,13,298,0.0
1,32.0,1,46,0,0,1,31881,124,127,1.0
0,20.0,1,35,1,1,0,30472,160,179,0.0
1,59.0,1,24,0,0,1,37996,26,98,0.0
1,50.0,1,28,0,0,1,40513,26,51,0.0
0,28.0,1,3,0,0,1,20150,124,291,1.0
1,23.0,1,21,0,1,1,35277,26,294,1.0
1,32.0,1,11,0,0,1,2630,157,281,1.0
1,37.0,1,2,0,0,1,2630,156,262,1.0
0,62.0,1,28,0,0,1,2630,124,80,0.0
1,42.0,1,28,0,0,1,43965,26,228,1.0
0,26.0,1,30,0,1,1,36845,152,254,1.0
1,67.0,1,3,0,0,1,37619,3,33,1.0
0,66.0,1,28,0,0,1,27306,55,186,0.0
0,54.0,1,28,0,0,1,36757,124,187,0.0
0,31.0,1,28,0,0,1,2630,157,145,1.0
1,34.0,1,37,1,0,0,30691,26,56,0.0
1,68.0,1,50,0,0,1,48329,26,242,1.0
1,22.0,1,30,1,1,0,31037,152,70,0.0
1,42.0,1,28,0,0,1,41898,124,97,1.0
1,79.0,1,41,0,0,0,58257,124,57,0.0
1,45.0,1,28,0,0,1,43381,52,102,1.0
1,24.0,1,28,1,1,0,38880,152,215,0.0
0,49.0,1,29,0,0,1,39255,26,109,1.0
1,23.0,1,23,1,1,0,40107,152,24,0.0
0,56.0,1,3,0,0,1,2630,26,255,0.0
0,29.0,1,50,0,1,1,31767,152,24,1.0
0,64.0,1,28,0,0,1,36381,23,148,1.0
0,23.0,1,30,1,1,0,32560,152,104,0.0
0,50.0,1,48,0,0,1,2630,26,195,1.0
1,57.0,1,50,0,0,1,34148,124,122,1.0
0,44.0,1,28,0,0,1,31517,124,123,1.0
1,70.0,1,28,1,0,0,70037,124,230,0.0
1,47.0,1,28,0,2,1,44267,55,120,1.0
0,52.0,1,28,0,0,1,39711,26,59,1.0
1,58.0,1,28,0,0,1,47141,124,20,1.0
0,21.0,1,46,1,1,0,28155,160,40,0.0
1,72.0,1,43,1,0,0,41581,124,281,0.0
0,68.0,1,11,1,0,0,46044,26,119,0.0
1,61.0,1,28,0,0,1,2630,26,191,1.0
0,43.0,1,28,0,2,1,2630,26,33,1.0
0,63.0,1,28,0,0,1,23936,124,90,0.0
0,24.0,1,25,1,1,0,25284,152,34,0.0
1,22.0,1,33,0,1,1,34952,152,107,1.0
1,48.0,1,8,1,0,0,31952,124,18,0.0
1,38.0,1,28,0,0,1,34200,124,262,1.0
0,20.0,1,10,0,1,1,28280,160,198,0.0
1,40.0,1,28,0,0,1,41283,26,174,1.0
0,22.0,1,9,0,1,0,28532,152,12,0.0
1,20.0,1,2,0,1,1,20601,160,117,0.0
1,38.0,1,28,0,0,1,41798,13,289,1.0
0,20.0,1,3,1,1,0,27068,160,206,0.0
1,31.0,1,28,1,1,0,29111,152,299,0.0
0,21.0,1,28,1,1,0,63799,160,203,0.0
1,46.0,1,47,1,0,0,26897,26,232,0.0
1,60.0,1,28,1,0,1,2630,26,254,0.0
0,24.0,1,41,1,1,0,39135,152,209,0.0
0,37.0,1,46,0,0,1,2630,124,40,1.0
1,40.0,1,28,0,0,1,29097,124,289,1.0
1,46.0,1,43,0,0,1,26822,155,217,1.0
0,40.0,1,28,0,0,1,34155,124,75,1.0
0,40.0,1,11,0,0,1,32328,157,116,1.0
1,49.0,1,41,0,0,1,2630,26,246,0.0
1,33.0,1,11,0,1,1,27824,124,215,1.0
0,37.0,1,28,0,0,1,39592,122,52,1.0
0,36.0,1,28,0,0,1,2630,26,135,1.0
